SKU;ABC Class;XYZ Class;Average Unit Cost;Stock Cost;Order Cost;Total Cost;Total Ordered Units;Total Demand;Total Stockout;Stockout Rate;Alpha Service Level;Beta Service Level;Average Inventory Level;Average Daily Demand;Stock Coverage (days);Stockout Days;Total Days
IRUU49IDE;C;Z;1,58;0,0;0,0;0,0;0,0;540,0;540,0;100,0;94,44;0,0;0,0;2,73;0,0;11;198
IRVF75ULJ;C;Y;0,64;9,59;10417,75;10427,33;13248,0;11868,0;288,0;2,43;98,99;97,57;1447,27;59,94;24,15;2;198
ISHM74IDS;B;Y;2,14;10,66;29532,0;29542,66;12880,0;32208,0;19588,0;60,82;71,21;39,18;522,06;162,67;3,21;57;198
ISOD32CNV;A;X;0,41;84,62;340553,38;340638,0;611520,0;490770,0;0,0;0,0;100,0;100,0;21646,67;2478,64;8,73;0;198
ITZQ44YBI;B;Y;1,73;75,1;78135,75;78210,85;41580,0;46313,0;0,0;0,0;100,0;100,0;4236,82;233,9;18,11;0;198
IUQL98ATE;C;Z;5,8;18,68;10000,91;10019,58;1680,0;1899,0;678,0;35,7;94,95;64,3;302,85;9,59;31,58;10;198
IVSG78ZEI;C;Y;2,97;28,36;17980,6;18008,95;5760,0;5087,0;576,0;11,32;97,98;88,68;902,38;25,69;35,12;4;198
IVTF86CDA;C;;4,22;10,05;19919,49;19929,54;4560,0;800,0;0,0;0,0;100,0;100,0;223,64;4,04;55,35;0;198
IWNQ31NOY;C;Y;4,13;12,79;3850,04;3862,82;900,0;3126,0;432,0;13,82;95,45;86,18;299,09;15,79;18,94;9;198
IWOJ74IEC;C;Z;3,89;26,19;0,0;26,19;0,0;1728,0;0,0;0,0;100,0;100,0;628,79;8,73;72,05;0;198
IWUD97LHN;C;Z;4,1;7,16;3261,71;3268,86;768,0;480,0;0,0;0,0;100,0;100,0;163,39;2,42;67,4;0;198
IWUU46ORH;C;Y;2,06;4,34;2477,52;2481,86;1120,0;1500,0;0,0;0,0;100,0;100,0;201,67;7,58;26,62;0;198
IXZW52LCZ;C;Z;2,37;1,17;4355,2;4356,37;1728,0;5538,0;3888,0;70,21;94,44;29,79;54,0;27,97;1,93;11;198
IYTI61EBI;B;X;2,11;134,16;190555,94;190690,11;84480,0;59889,0;0,0;0,0;100,0;100,0;6175,25;302,47;20,42;0;198
IZBP30PWV;C;Z;4,92;41,43;25536,0;25577,43;5040,0;4365,0;0,0;0,0;100,0;100,0;798,64;22,05;36,23;0;198
IZMM31ETV;C;X;0,28;3,09;3071,49;3074,58;7200,0;5750,0;0,0;0,0;100,0;100,0;1060,35;29,04;36,51;0;198
IZNB93SPC;A;X;4,06;1856,86;753202,18;755059,05;178710,0;140535,0;0,0;0,0;100,0;100,0;42816,67;709,77;60,32;0;198
IZSC10REV;A;X;1,44;163,82;252694,8;252858,62;158725,0;128903,5;58,0;0,04;99,49;99,96;11121,97;651,03;17,08;1;198
IZVB26MLS;C;Z;10,45;14,54;12208,62;12223,16;1152,0;1176,0;312,0;26,53;93,94;73,47;132,67;5,94;22,34;12;198
JABK79WLP;B;Y;0,58;9,05;0,0;9,05;0,0;8180,0;20,0;0,24;99,49;99,76;1484,14;41,31;35,92;1;198
JBVG41CPM;B;Y;1,47;27,27;0,0;27,27;0,0;1440,0;0,0;0,0;100,0;100,0;1723,03;7,27;236,92;0;198
JCMH27ZFH;C;Z;2,76;13,39;18849,45;18862,84;6480,0;9870,0;5650,0;57,24;89,9;42,76;468,74;49,85;9,4;20;198
JDAT51WDA;C;X;2,93;68,19;32141,79;32209,99;10435,41;9590,0;0,0;0,0;100,0;100,0;2193,63;48,43;45,29;0;198
JDNR75HKN;C;Z;2,2;2,73;422,74;425,47;180,0;36,0;0,0;0,0;100,0;100,0;114,79;0,18;631,33;0;198
JDPI18ZQV;C;X;2,02;8,87;10941,73;10950,6;5040,0;3636,5;0,0;0,0;100,0;100,0;422,9;18,37;23,03;0;198
JDPV09HTZ;B;Z;2,27;24,36;35357,82;35382,18;14640,0;31700,0;19040,0;60,06;87,88;39,94;1055,15;160,1;6,59;24;198
JDWZ35NPM;C;Z;2,25;32,12;29007,66;29039,78;12096,0;25472,0;15304,0;60,08;88,38;39,92;1368,08;128,65;10,63;23;198
JEHM56LSJ;C;Y;3,35;21,06;9073,93;9095,0;2592,0;3192,0;600,0;18,8;95,45;81,2;592,48;16,12;36,75;9;198
JFDA82FJE;A;X;0,44;9,06;42142,68;42151,74;70994,0;99246,0;32242,0;32,49;80,3;67,51;2221,55;501,24;4,43;39;198
JFJO18MQH;C;Z;4,22;62,79;72936,64;72999,43;16704,0;7584,0;0,0;0,0;100,0;100,0;1410,82;38,3;36,83;0;198
JFKC67LQE;C;;7,09;7,64;6945,7;6953,34;960,0;340,0;0,0;0,0;100,0;100,0;101,13;1,72;58,89;0;198
JGFP90GRB;B;Y;1,8;81,75;92858,88;92940,63;47514,0;53161,0;0,0;0,0;100,0;100,0;4444,33;268,49;16,55;0;198
JGVB34FGM;C;Z;12,24;157,11;135971,73;136128,84;10976,0;9044,0;0,0;0,0;100,0;100,0;1228,93;45,68;26,9;0;198
JHCM63OPB;A;X;0,58;106,98;145880,72;145987,7;200760,0;191220,0;1360,0;0,71;98,48;99,29;18058,99;965,76;18,7;3;198
JHVM63RGA;C;Z;6,44;94,66;34409,6;34504,26;5219,88;4067,0;0,0;0,0;100,0;100,0;1374,97;20,54;66,94;0;198
JIJI49GES;C;;8,86;16,8;41509,58;41526,38;4608,0;3632,0;1404,0;38,66;97,98;61,34;186,02;18,34;10,14;4;198
JIUT73XUD;C;Z;13,34;86,28;37882,0;37968,28;2808,0;1812,0;0,0;0,0;100,0;100,0;605,27;9,15;66,14;0;198
JIWO41RQV;C;Z;1,13;5,09;0,0;5,09;0,0;2875,0;50,0;1,74;99,49;98,26;430,18;14,52;29,63;1;198
JIWT95KYU;B;X;1,99;40,45;45251,56;45292,01;21120,0;17940,0;0,0;0,0;100,0;100,0;1961,82;90,61;21,65;0;198
JJCS63IKB;C;X;3,19;22,9;33642,0;33664,9;10080,0;8268,0;132,0;1,6;98,99;98,4;703,33;41,76;16,84;2;198
JJON89KAQ;B;X;2,12;42,48;52313,87;52356,35;23040,0;18792,0;0,0;0,0;100,0;100,0;1941,27;94,91;20,45;0;198
JJRQ32VHZ;A;X;1,69;636,93;528253,49;528890,42;286560,0;356090,0;20693,4598;5,81;97,47;94,19;36361,58;1798,43;20,22;5;198
JKHG14ENE;B;Z;2,47;39,87;70839,47;70879,35;27000,0;43411,5;16686,0;38,44;89,39;61,56;1620,64;219,25;7,39;21;198
JKPW72ZWO;C;X;1,59;14,2;11648,03;11662,23;6706,0;5418,0;0,0;0,0;100,0;100,0;852,37;27,36;31,15;0;198
JLDB00FDM;B;X;0,74;25,78;69326,87;69352,64;78000,0;71100,0;5300,0;7,45;93,43;92,55;3548,48;359,09;9,88;13;198
JLJR47EVC;C;Y;0,72;5,84;3286,42;3292,26;3780,0;2135,0;0,0;0,0;100,0;100,0;758,9;10,78;70,38;0;198
JLPP06OYF;C;;1,05;21,29;23749,28;23770,57;19872,0;6804,0;0,0;0,0;100,0;100,0;1912,3;34,36;55,65;0;198
JLWL67UWA;C;X;2,85;2,89;6048,0;6050,89;2016,0;2184,0;216,0;9,89;95,96;90,11;103,52;11,03;9,38;8;198
JMGP54LAK;C;Z;30,07;7,26;5590,27;5597,53;185,0;175,0;50,0;28,57;99,49;71,43;22,88;0,88;25,89;1;198
JMYA00NAU;C;Y;1,91;18,18;22125,48;22143,66;10752,0;9708,0;0,0;0,0;100,0;100,0;927,52;49,03;18,92;0;198
JNBP94JIQ;A;Y;3,67;346,01;402153,09;402499,1;105300,0;101503,0;810,0;0,8;99,49;99,2;9200,67;512,64;17,95;1;198
JOIL82ZHV;C;Z;3,39;33,37;29093,73;29127,1;8208,0;9448,0;1316,0;13,93;94,95;86,07;947,23;47,72;19,85;10;198
JPAO23QSY;C;Y;3,48;24,53;17410,91;17435,44;4800,0;5385,0;0,0;0,0;100,0;100,0;677,5;27,2;24,91;0;198
JPDD96AYM;C;Z;3,7;85,06;0,0;85,06;0,0;2180,0;0,0;0,0;100,0;100,0;2128,38;11,01;193,31;0;198
JPHL26ELP;A;X;0,55;82,08;261645,7;261727,78;374880,0;304130,0;600,0;0,2;99,49;99,8;15339,9;1536,01;9,99;1;198
JPYL14EWN;A;X;0,26;547,99;404631,07;405179,06;997920,0;1015770,0;0,0;0,0;100,0;100,0;202837,37;5130,15;39,54;0;198
JRAL21USQ;C;Z;5,47;17,22;4857,93;4875,15;864,0;1276,0;0,0;0,0;100,0;100,0;296,46;6,44;46,0;0;198
JRAV08VOG;B;X;2,03;90,55;96000,5;96091,05;43956,0;42871,5;8001,0;18,66;94,95;81,34;4279,36;216,52;19,76;10;198
JRPY91SOX;B;Y;2,25;17,65;44748,92;44766,58;18660,0;16584,0;1656,0;9,99;96,46;90,01;799,21;83,76;9,54;7;198
JSKI11QXN;C;Z;4,21;89,71;144572,04;144661,75;33152,0;36988,0;11044,0;29,86;89,9;70,14;2094,71;186,81;11,21;20;198
JSLL11NIQ;C;X;1,72;21,41;35534,02;35555,43;19008,0;15900,0;0,0;0,0;100,0;100,0;1227,88;80,3;15,29;0;198
JSMG06JUP;B;X;2,96;50,5;50682,67;50733,17;16320,0;13719,0;0,0;0,0;100,0;100,0;1644,21;69,29;23,73;0;198
JSYW97UOL;B;X;2,09;42,88;38991,82;39034,7;17400,0;16401,5;1740,0;10,61;96,46;89,39;1964,24;82,84;23,71;7;198
JSZC59BLN;C;Y;6,89;31,63;0,0;31,63;0,0;293,05;0,0;0,0;100,0;100,0;424,7;1,48;286,95;0;198
JTEC14SVF;A;Y;1,06;38,27;87937,22;87975,49;72896,0;63200,0;5056,0;8,0;94,44;92,0;3633,13;319,19;11,38;11;198
JTPG37CTQ;C;Y;1,45;4,35;3076,91;3081,25;1920,0;1940,0;320,0;16,49;95,96;83,51;284,04;9,8;28,99;8;198
JTSC86GSN;C;Y;8,27;2,31;11315,09;11317,4;1344,0;402,0;0,0;0,0;100,0;100,0;27,76;2,03;13,67;0;198
JTSW18RQS;B;Z;2,08;76,1;82714,8;82790,9;37152,0;36049,5;0,0;0,0;100,0;100,0;3560,05;182,07;19,55;0;198
JULB23LYV;C;Z;5,18;56,46;67130,0;67186,46;12600,0;12426,0;0,0;0,0;100,0;100,0;1067,88;62,76;17,02;0;198
JUMZ90SON;C;Z;12,73;11,55;17747,71;17759,26;1378,0;1924,0;642,0;33,37;97,47;66,63;90,13;9,72;9,28;5;198
JURP55TNB;C;Z;6,66;42,99;15252,74;15295,73;2240,0;1450,0;0,0;0,0;100,0;100,0;602,32;7,32;82,25;0;198
JVGI69CNI;B;Z;1,04;10,34;9152,0;9162,34;7680,0;24240,0;14880,0;61,39;77,78;38,61;962,59;122,42;7,86;44;198
JWPF06IPT;B;X;3,64;56,65;70992,53;71049,18;18720,0;19504,0;0,0;0,0;100,0;100,0;1532,16;98,51;15,55;0;198
JWSO29LLY;B;X;1,45;30,87;70767,93;70798,81;44250,0;45712,5;2625,0;5,74;97,47;94,26;2181,06;230,87;9,45;5;198
JXEG45WFB;C;Z;4,82;22,3;19683,93;19706,23;3960,0;4440,0;450,0;10,14;94,95;89,86;446,46;22,42;19,91;10;198
JXNE29BFV;C;;6,79;23,18;15985,89;16009,08;2304,0;960,0;0,0;0,0;100,0;100,0;319,64;4,85;65,92;0;198
JXPT74III;C;Z;3,39;43,18;20416,65;20459,83;5760,0;4944,0;0,0;0,0;100,0;100,0;1197,45;24,97;47,96;0;198
JXUE21KTO;C;Z;2,2;30,24;22094,96;22125,21;9408,0;10796,0;3072,0;28,45;95,45;71,55;1306,91;54,53;23,97;9;198
JYIF49VCY;C;Y;2,71;12,68;8777,14;8789,83;3072,0;4720,0;0,0;0,0;100,0;100,0;455,72;23,84;19,12;0;198
JYOR52AAI;C;Y;5,26;1,74;1729,8;1731,55;320,0;228,0;30,0;13,16;98,99;86,84;31,55;1,15;27,39;2;198
JZCG80FPW;C;Z;3,89;1,68;109,06;110,74;27,0;28,0;0,0;0,0;100,0;100,0;39,88;0,14;282,0;0;198
JZMP55IIC;C;Z;3,35;9,63;4032,86;4042,49;1152,0;672,0;0,0;0,0;100,0;100,0;268,36;3,39;79,07;0;198
JZQH67YJC;C;Y;4,1;1,3;891,55;892,84;210,0;220,0;15,0;6,82;98,99;93,18;30,23;1,11;27,21;2;198
KAIF05ZMR;B;Z;3,84;31,56;44806,25;44837,81;11232,0;11088,0;1392,0;12,55;96,46;87,45;806,63;56,0;14,4;7;198
KAQR73NVJ;B;X;3,7;24,53;61686,9;61711,43;16038,0;18432,0;4194,0;22,75;92,42;77,25;683,61;93,09;7,34;15;198
KATM71XZV;C;Z;34,01;26,39;40988,16;41014,55;1200,0;2810,0;1250,0;44,48;89,39;55,52;79,39;14,19;5,59;21;198
KBRN46RUD;C;;3,02;6,73;9137,45;9144,18;2880,0;1510,0;0,0;0,0;100,0;100,0;212,83;7,63;27,91;0;198
KBRS15KBZ;C;Z;3,78;267,82;57635,67;57903,5;14664,0;10188,0;0,0;0,0;100,0;100,0;6581,33;51,45;127,91;0;198
KCYK85YYX;C;Z;1,6;28,72;12022,79;12051,51;6885,0;19800,0;19125,0;96,59;91,92;3,41;1661,82;100,0;16,62;16;198
KDNB35ESH;B;X;1,89;28,95;100071,27;100100,22;48960,0;49352,0;5640,0;11,43;94,44;88,57;1629,66;249,25;6,54;11;198
KDXN99RWW;C;Z;4,92;32,09;21903,65;21935,74;4320,0;3368,0;0,0;0,0;100,0;100,0;618,06;17,01;36,33;0;198
KEAV69GXC;C;Z;6,2;10,57;20269,2;20279,77;3192,0;3780,0;412,0;10,9;96,46;89,1;174,14;19,09;9,12;7;198
KEDH40XKI;C;Z;3,79;42,47;37197,16;37239,62;9450,0;9509,5;0,0;0,0;100,0;100,0;1081,82;48,03;22,52;0;198
KEGV36DAK;C;Y;4,81;59,82;21448,0;21507,82;4320,0;3196,0;0,0;0,0;100,0;100,0;1161,25;16,14;71,94;0;198
KEOG38LJB;C;Z;5,63;36,46;45751,94;45788,41;7920,0;5124,0;0,0;0,0;100,0;100,0;623,15;25,88;24,08;0;198
KFJA08WMR;B;X;1,42;23,84;38581,71;38605,55;24552,0;20166,0;0,0;0,0;100,0;100,0;1647,7;101,85;16,18;0;198
KGGU92NCK;C;X;1,49;5,48;7063,52;7069,0;4320,0;3790,0;140,0;3,69;99,49;96,31;358,38;19,14;18,72;1;198
KGQJ86RGE;C;Z;3,95;117,09;32189,37;32306,46;7860,0;7500,0;300,0;4,0;99,49;96,0;2771,82;37,88;73,18;1;198
KHKF05WCB;C;Z;3,75;4,64;0,0;4,64;0,0;1600,0;810,0;50,62;90,4;49,38;117,93;8,08;14,59;19;198
KICT74BDE;C;Z;5,14;61,6;7400,0;7461,6;1400,0;1772,0;0,0;0,0;100,0;100,0;1114,55;8,95;124,54;0;198
KIKI22HLV;A;X;0,3;84,23;298655,7;298739,93;659240,0;737280,0;78120,0;10,6;94,44;89,4;28950,51;3723,64;7,77;11;198
KISK75HHE;B;X;2,85;62,41;73728,0;73790,41;24576,0;22257,0;0,0;0,0;100,0;100,0;2130,71;112,41;18,95;0;198
KIWI81VUX;C;Z;2,27;2,22;434,73;436,95;180,0;168,0;12,0;7,14;99,49;92,86;91,21;0,85;107,5;1;198
KIZY80SQZ;C;Y;3,35;3,96;0,0;3,96;0,0;205,0;0,0;0,0;100,0;100,0;109,9;1,04;106,15;0;198
KJHN86DUW;A;X;1,15;1382,14;1381706,35;1383088,49;1064448,0;834300,0;0,0;0,0;100,0;100,0;115179,27;4213,64;27,33;0;198
KJLZ47INV;C;Y;4,7;21,77;20964,52;20986,3;4320,0;7975,0;2270,0;28,46;92,93;71,54;455,56;40,28;11,31;14;198
KJVB98UOX;B;Y;4,74;28,22;39097,81;39126,03;8000,0;13250,0;3620,0;27,32;91,41;72,68;597,68;66,92;8,93;17;198
KJVN79FCJ;B;Y;2,77;73,22;119871,0;119944,22;41040,0;43290,0;618,0;1,43;98,48;98,57;2651,03;218,64;12,13;3;198
KJXR06JYP;B;Z;2,98;36,71;0,0;36,71;0,0;3594,0;0,0;0,0;100,0;100,0;1154,55;18,15;63,61;0;198
KKPK50SLM;C;Y;2,77;15,11;5599,53;5614,65;1920,0;2070,0;0,0;0,0;100,0;100,0;513,99;10,45;49,16;0;198
KKPW21SAB;B;Y;1,56;86,13;113450,69;113536,82;66430,0;80454,0;0,0;0,0;100,0;100,0;5502,27;406,33;13,54;0;198
KKVQ74PZB;A;Y;1,43;59,72;88635,93;88695,64;56040,0;116116,5;58148,0;50,08;81,31;49,92;4137,39;586,45;7,06;37;198
KKVY55EYF;B;X;2,46;39,95;77423,27;77463,22;29640,0;25495,0;720,0;2,82;98,48;97,18;1620,61;128,76;12,59;3;198
KLLB71ZBA;C;Y;2,12;23,99;45393,01;45417,0;19968,0;19064,0;1788,0;9,38;95,45;90,62;1128,79;96,28;11,72;9;198
KLNM69UBY;C;Y;3,75;7,29;0,0;7,29;0,0;120,0;0,0;0,0;100,0;100,0;179,76;0,61;296,6;0;198
KLOI07XSR;C;Y;5,13;26,29;3042,4;3068,69;576,0;480,0;8,0;1,67;99,49;98,33;474,55;2,42;195,75;1;198
KLPY86FFO;C;X;4,54;17,4;21658,0;21675,4;4620,0;3836,0;350,0;9,12;99,49;90,88;371,07;19,37;19,15;1;198
KMNU34MNI;C;Y;3,05;26,93;29378,14;29405,07;9168,0;7716,0;888,0;11,51;99,49;88,49;847,21;38,97;21,74;1;198
KNTL69HWN;C;Z;4,47;4,56;4878,88;4883,44;1056,0;5680,0;4488,0;79,01;78,28;20,99;100,0;28,69;3,49;43;198
KNVU41HAK;C;X;2,1;5,49;3938,05;3943,54;1752,0;1296,0;0,0;0,0;100,0;100,0;247,73;6,55;37,85;0;198
KOAG82LNN;B;Y;3,41;20,92;33249,03;33269,95;9342,0;10800,0;558,0;5,17;98,48;94,83;617,45;54,55;11,32;3;198
KOBC79USM;C;Z;1,38;17,82;6961,16;6978,97;4544,0;7420,0;0,0;0,0;100,0;100,0;1225,76;37,47;32,71;0;198
KOPU25RNN;B;X;14,69;207,77;536063,29;536271,07;36120,0;28590,0;0,0;0,0;100,0;100,0;1447,94;144,39;10,03;0;198
KPCQ58KZG;B;Z;2,23;35,88;45721,79;45757,67;19200,0;75950,0;47050,0;61,95;85,35;38,05;1628,18;383,59;4,24;29;198
KPLW81ZAQ;C;Z;1,15;9,47;5464,79;5474,26;4210,0;2440,0;51,0;2,09;99,49;97,91;772,36;12,32;62,68;1;198
KQLF81MCL;C;Y;4,4;65,93;9291,0;9356,93;2040,0;1730,0;0,0;0,0;100,0;100,0;1388,43;8,74;158,91;0;198
KQMJ38JHG;C;Y;3,02;6,28;0,0;6,28;0,0;430,0;80,0;18,6;97,47;81,4;193,38;2,17;89,05;5;198
KQRX30NEV;B;Y;1,38;56,63;70922,73;70979,36;46368,0;78756,0;21576,0;27,4;91,41;72,6;4072,06;397,76;10,24;17;198
KRVL55ZWU;C;Y;2,48;11,83;12600,85;12612,68;4800,0;4686,0;1536,0;32,78;96,46;67,22;456,42;23,67;19,29;7;198
KSSV50UIL;A;Y;2,12;55,02;88933,58;88988,6;39168,0;122854,0;73880,0;60,14;84,34;39,86;2638,71;620,47;4,25;31;198
KTDU42EAN;C;Z;1,8;11,91;47466,95;47478,86;24360,0;35017,5;15771,0;45,04;80,3;54,96;707,64;176,86;4,0;39;198
KTYO99GML;C;Y;2,85;22,65;3168,0;3190,65;1056,0;1620,0;0,0;0,0;100,0;100,0;740,79;8,18;90,54;0;198
KUJY83GUW;A;X;1,14;879,94;717401,02;718280,96;556140,0;393052,5;0,0;0,0;100,0;100,0;73132,95;1985,11;36,84;0;198
KUVZ73GFW;B;Z;1,56;104,18;39389,23;39493,42;23064,0;16800,0;2448,0;14,57;97,47;85,43;6236,73;84,85;73,5;5;198
KVWR17USS;C;Y;5,07;53,5;28081,69;28135,19;5376,0;6304,0;0,0;0,0;100,0;100,0;1003,72;31,84;31,53;0;198
KWGR31INJ;C;Y;4,79;26,54;6636,23;6662,77;1344,0;1716,0;80,0;4,66;99,49;95,34;519,19;8,67;59,91;1;198
KWKD14XHF;B;X;0,93;26,36;56951,09;56977,45;52500,0;45750,0;0,0;0,0;100,0;100,0;2830,68;231,06;12,25;0;198
KWRK89YPZ;C;Y;3,0;30,9;9828,0;9858,9;3120,0;2810,0;0,0;0,0;100,0;100,0;963,54;14,19;67,89;0;198
KXAQ21HJS;A;X;1,06;5100,4;20662329,75;20667430,15;17069472,0;13278930,0;0,0;0,0;100,0;100,0;510365,33;67065,3;7,61;0;198
KXVU19DTS;C;Z;4,16;14,24;6826,6;6840,84;1584,0;1504,0;648,0;43,09;95,96;56,91;319,88;7,6;42,11;8;198
KXYH49BAN;C;Y;3,29;0,02;0,0;0,02;0,0;208,0;126,0;60,58;98,99;39,42;0,9;1,05;0,86;2;198
KXZG43TEQ;C;Y;2,02;16,47;7505,53;7522,0;3456,0;3687,0;0,0;0,0;100,0;100,0;769,3;18,62;41,31;0;198
KYMH30JHC;C;X;12,68;37,36;10319,35;10356,71;804,37;840,0;0,0;0,0;100,0;100,0;275,84;4,24;65,02;0;198
KYTD18KWX;C;X;2,89;15,07;12766,55;12781,62;4200,0;4227,0;60,0;1,42;99,49;98,58;501,7;21,35;23,5;1;198
KYYY81SZH;C;Z;2,09;2,04;1075,64;1077,68;480,0;600,0;216,0;36,0;99,49;64,0;91,88;3,03;30,32;1;198
KZPM90IOE;B;Y;2,53;65,17;97157,39;97222,56;36288,0;38656,0;36,0;0,09;99,49;99,91;2571,73;195,23;13,17;1;198
LACS71RRD;C;Z;7,35;17,34;10793,65;10810,99;1440,0;1580,0;190,0;12,03;99,49;87,97;224,6;7,98;28,15;1;198
LANG05GLL;B;X;1,51;16,87;28053,19;28070,06;16896,0;17454,0;0,0;0,0;100,0;100,0;1117,66;88,15;12,68;0;198
LAYU27DTV;C;Z;3,86;18,51;38922,88;38941,4;9716,0;11116,0;3500,0;31,49;93,94;68,51;481,02;56,14;8,57;12;198
LBJR12YKH;C;;7,46;6,8;19336,22;19343,03;2540,0;1620,0;0,0;0,0;100,0;100,0;92,22;8,18;11,27;0;198
LBKZ83QGL;A;X;2,11;83,21;214375,44;214458,65;95040,0;74067,0;5922,0;8,0;96,46;92,0;3986,64;374,08;10,66;7;198
LBWV61MFS;C;Y;3,62;39,59;17353,46;17393,05;4608,0;4756,0;0,0;0,0;100,0;100,0;1033,17;24,02;43,01;0;198
LBYQ14SRW;C;Z;4,22;29,45;9225,87;9255,32;2112,0;1760,0;0,0;0,0;100,0;100,0;652,4;8,89;73,4;0;198
LCFH27KZH;C;;4,58;52,01;0,0;52,01;0,0;14419,5;0,0;0,0;100,0;100,0;1118,53;72,83;15,36;0;198
LCHA32QRM;C;Z;4,1;20,32;21303,03;21323,35;5016,0;6752,0;2704,0;40,05;94,44;59,95;477,58;34,1;14,0;11;198
LCMP16UWA;C;Y;4,01;20,5;34189,63;34210,13;8224,0;6496,0;0,0;0,0;100,0;100,0;504,24;32,81;15,37;0;198
LCXZ81IJE;C;Z;6,72;44,75;0,0;44,75;0,0;16847,0;6113,0;36,29;88,38;63,71;668,18;85,09;7,85;23;198
LDGX23KZC;B;Z;3,42;61,31;96428,57;96489,88;27000,0;32334,0;6294,0;19,47;93,94;80,53;1783,09;163,3;10,92;12;198
LFCX69BXB;A;X;1,77;126,0;225546,51;225672,51;117720,0;116713,0;0,0;0,0;100,0;100,0;7166,03;589,46;12,16;0;198
LGNB38OKA;C;Y;12,76;50,75;24785,02;24835,77;1920,0;2217,0;90,0;4,06;97,98;95,94;377,33;11,2;33,7;4;198
LGSN00EDE;C;;1,53;0,69;302,01;302,69;180,0;18,0;0,0;0,0;100,0;100,0;41,48;0,09;456,33;0;198
LGVU73IOE;B;Y;2,4;53,57;24004,13;24057,7;9408,0;26209,0;5412,0;20,65;92,42;79,35;2160,97;132,37;16,33;15;198
LHGZ47ZKR;C;Y;2,91;4,3;0,0;4,3;0,0;1350,0;300,0;22,22;96,97;77,78;141,52;6,82;20,76;6;198
LHHR13DYH;C;Z;10,07;20,22;36696,77;36717,0;3590,0;5139,0;1230,0;23,93;91,41;76,07;204,81;25,95;7,89;17;198
LIDX01FCC;C;X;8,5;34,1;58151,83;58185,93;6720,0;5846,0;0,0;0,0;100,0;100,0;399,11;29,53;13,52;0;198
LIQG52OVU;C;Z;4,13;31,7;36799,77;36831,47;8596,0;7758,0;612,0;7,89;96,46;92,11;743,39;39,18;18,97;7;198
LJEU84KLZ;C;X;0,48;6,51;10246,78;10253,29;16200,0;12480,0;0,0;0,0;100,0;100,0;1306,87;63,03;20,73;0;198
LJFU65HRF;C;Z;7,57;29,38;16671,27;16700,65;2160,0;3510,0;760,0;21,65;96,46;78,35;371,67;17,73;20,97;7;198
LJFZ98YME;A;Z;0,17;27,08;143621,16;143648,24;445456,0;430408,0;80872,0;18,79;95,96;81,21;16241,78;2173,78;7,47;8;198
LKPL73AZM;C;Z;21,89;394,25;0,0;394,25;0,0;10644,0;528,0;4,96;96,97;95,04;1711,13;53,76;31,83;6;198
LKRI20AQZ;C;Z;4,07;19,97;9581,91;9601,89;2268,0;1224,0;0,0;0,0;100,0;100,0;458,0;6,18;74,09;0;198
LKTL69IWI;C;Z;0,85;25,66;0,0;25,66;0,0;29086,0;0,0;0,0;100,0;100,0;2916,77;146,9;19,86;0;198
LLHZ87KJG;B;Z;10,99;479,01;0,0;479,01;0,0;65267,0;8192,7268;12,55;92,93;87,45;4307,19;329,63;13,07;14;198
LLQI41IEB;C;Z;0,86;27,76;31756,91;31784,67;31500,0;35450,0;13650,0;38,5;94,44;61,5;3091,54;179,04;17,27;11;198
LLXD75ZBV;A;Y;4,06;245,68;426051,72;426297,4;101088,0;127776,0;4464,0;3,49;96,46;96,51;6193,94;645,33;9,6;7;198
LLZB92AAC;C;Z;14,93;26,79;11582,23;11609,02;768,0;592,0;0,0;0,0;100,0;100,0;168,36;2,99;56,31;0;198
LMAC50HHC;C;X;0,32;20,12;5911,28;5931,39;12600,0;4575,0;30,0;0,66;99,49;99,34;5832,8;23,11;252,44;1;198
LNUO09VWB;C;Z;8,21;219,11;173288,61;173507,71;20736,0;1004,0;900,0;89,64;98,99;10,36;2461,3;5,07;485,4;2;198
LNWJ49IMG;C;X;7,31;93,03;67645,02;67738,05;9072,0;9457,0;0,0;0,0;100,0;100,0;1221,32;47,76;25,57;0;198
LOKN52URQ;C;Y;0,91;1,94;1270,14;1272,08;1200,0;3112,5;1925,0;61,85;83,84;38,15;202,9;15,72;12,91;32;198
LOPW30UAS;C;Z;6,37;44,88;0,0;44,88;0,0;13050,0;1272,7581;9,75;94,95;90,25;708,98;65,91;10,76;10;198
LOZN87MWO;C;Z;3,75;33,77;13484,9;13518,67;3456,0;2412,0;0,0;0,0;100,0;100,0;841,82;12,18;69,1;0;198
LPIM15GYB;C;Z;1,11;24,94;49750,73;49775,67;39424,0;34000,0;272,0;0,8;98,99;99,2;2237,74;171,72;13,03;2;198
LQET50QZS;A;X;0,31;28,5;156841,32;156869,83;340704,0;512712,0;165600,0;32,3;84,85;67,7;10218,18;2589,45;3,95;30;198
LQPM02FMR;C;Z;9,92;48,68;27065,79;27114,47;2688,0;1136,0;0,0;0,0;100,0;100,0;458,1;5,74;79,85;0;198
LRIL19PZM;C;Z;2,06;80,94;0,0;80,94;0,0;7420,0;220,0;2,96;98,48;97,04;3654,14;37,47;97,51;3;198
LRWT35BUB;B;X;2,04;102,71;143064,29;143167,0;65184,0;56124,0;0,0;0,0;100,0;100,0;4913,27;283,45;17,33;0;198
