SKU;Total Cost;Stockout Rate;Alpha Service Level;Beta Service Level;Average Inventory Level;Stock Coverage (days)
ZDBX62FOM;49115,57;0,0;100,0;100,0;1047,56;13,43
ZDMH03JTE;56312,4;0,41;99,49;99,59;1109,72;6,99
ZDMU95TTO;120669,14;0,66;99,49;99,34;711,88;6,3
ZEAI51VKB;5671,99;0,0;100,0;100,0;816,24;288,6
ZEKA34BVX;68947,84;0,84;99,49;99,16;498,38;9,2
ZERH99KAQ;114483,16;0,19;99,49;99,81;1187,61;6,42
ZFCY02ZGI;206869,94;4,07;98,48;95,93;868,55;5,28
ZFKE25UCK;23242,46;1,64;98,48;98,36;2467,27;8,48
ZFXO54RLM;4584,01;0,0;100,0;100,0;814,03;62,89
ZHSA25SOD;39339,43;0,45;99,49;99,55;1449,85;11,51
ZICK63WUE;13449,42;0,0;100,0;100,0;892,95;58,39
ZJDO50HTQ;157860,24;1,38;99,49;98,62;672,62;7,71
ZJWB04DUR;179955,79;0,66;99,49;99,34;2295,36;7,11
ZKJJ87WBB;80958,31;0,72;99,49;99,28;2385,21;16,11
ZKRS66KLZ;1415,19;48,93;97,47;51,07;172,58;48,61
ZKVK48OXP;4857,38;4,48;99,49;95,52;401,12;84,67
ZLHQ75JJK;131659,65;0,12;99,49;99,88;3021,57;4,66
ZLRR37REL;34800,6;0,0;100,0;100,0;475,22;8,64
ZMIX82SHC;14053,5;0,0;100,0;100,0;541,35;35,73
ZNTJ72IAD;2989,68;0,0;100,0;100,0;260,18;38,85
ZODR48UZF;37357,89;0,43;99,49;99,57;1435,54;10,8
ZOEH73XWO;33849,97;1,37;98,48;98,63;615,32;9,53
ZPLH72DJP;2168,75;0,0;100,0;100,0;274,9;56,7
ZQEK04CLF;116173,83;1,67;99,49;98,33;467,29;8,86
ZQRJ33XER;29740,53;0,0;100,0;100,0;464,48;13,22
ZQWS51GKN;32151,11;0,0;100,0;100,0;831,34;10,12
ZRFO13RPW;43376,74;3,21;98,48;96,79;1154,65;13,31
ZTMK96JEF;19728,45;0,0;100,0;100,0;621,39;20,65
ZTRL00OJP;97032,63;4,11;97,98;95,89;409,03;11,76
ZTUA71BLR;973,92;0,0;100,0;100,0;114,79;36,6
ZTUB51AZW;258583,73;0,0;100,0;100,0;1514,05;3,48
ZUXX81MNQ;15501,61;0,0;100,0;100,0;694,85;13,12
ZWPB56MNX;2903,0;0,0;100,0;100,0;442,0;810,33
ZXAB14DIP;136007,01;1,91;97,47;98,09;12432,31;5,64
ZXCQ63DNK;3366,75;0,0;100,0;100,0;802,67;301,0
ZXKZ02XRQ;45524,89;1,49;98,48;98,51;1226,6;22,27
ZYPW44SXH;23412,69;0,0;100,0;100,0;1127,62;16,45
ZZDK42XBB;225171,4;0,18;99,49;99,82;4161,55;5,61
ZZFK95OMA;34457,62;0,0;100,0;100,0;461,36;12,92
ZZLX71BEM;165487,37;1,21;98,48;98,79;1006,84;7,02
ZZUF86MEV;7123,04;0,0;100,0;100,0;884,91;116,81
